Date_Time,Module,Action,Status,Exception
05/03/2021 08:28:13,Main,MLP Insurance BOT Started,Success
05/03/2021 08:34:43,Main,GA Insurance BOT Started,Success
05/03/2021 08:36:37,Main,GA Insurance BOT Started,Success
05/03/2021 08:46:01,Main,GA Insurance BOT Started,Success
05/03/2021 08:46:06,2_GAInsurance_Setup,Module Started,Success
05/03/2021 08:46:06,2_GAInsurance_Setup,Error Screenshot Folder Created,Success
05/03/2021 08:46:06,2_GAInsurance_Setup,Report Folder Created,Success
05/03/2021 08:46:06,2_GAInsurance_Setup,Temp Folder Created,Success
05/03/2021 08:46:06,2_GAInsurance_Setup,Policy Folder Created,Success
05/03/2021 10:04:33,Main,GA Insurance BOT Started,Success
05/03/2021 10:04:38,2_GAInsurance_Setup,Module Started,Success
05/03/2021 10:04:38,2_GAInsurance_Setup,MLP Insurance BOT Finished,Success
05/03/2021 10:04:38,Main,2_MLPInsurance_Setup Completed,Success
05/03/2021 10:04:38,Main,BOT Start Time: 05/03/2021 10:04:33,Success
05/03/2021 10:04:38,Main,BOT Start Time: 05/04/2021 07:04:33,Success
05/03/2021 10:04:43,3_GAInsurance_Processing,Module Started,Success
05/03/2021 10:12:19,Main,GA Insurance BOT Started,Success
05/03/2021 10:12:23,2_GAInsurance_Setup,Module Started,Success
05/03/2021 10:12:23,2_GAInsurance_Setup,MLP Insurance BOT Finished,Success
05/03/2021 10:12:23,Main,2_MLPInsurance_Setup Completed,Success
05/03/2021 10:12:23,Main,BOT Start Time: 05/03/2021 10:12:18,Success
05/03/2021 10:12:23,Main,BOT Start Time: 05/04/2021 07:12:18,Success
05/03/2021 10:12:36,3_GAInsurance_Processing,Module Started,Success
05/03/2021 10:12:42,3_GAInsurance_Processing,Api Call Status COde: 401,Success
05/03/2021 10:13:14,3_GAInsurance_Processing,Unable to cast object of type 'Newtonsoft.Json.Linq.JArray' to type 'Newtonsoft.Json.Linq.JObject'.,Success
05/03/2021 10:13:22,3_GAInsurance_Processing,Api Call Status COde to generate Access Token: 400,Success
05/03/2021 10:13:46,3_GAInsurance_Processing,Access Token Generation Sequence Error,Fail,Object reference not set to an instance of an object.
05/03/2021 10:14:00,3_GAInsurance_Processing,Api Call Status COde: 401,Success
05/03/2021 10:14:05,3_GAInsurance_Processing,Unable to cast object of type 'Newtonsoft.Json.Linq.JArray' to type 'Newtonsoft.Json.Linq.JObject'.,Success
05/03/2021 10:19:31,Main,GA Insurance BOT Started,Success
05/03/2021 10:19:36,2_GAInsurance_Setup,Module Started,Success
05/03/2021 10:19:36,2_GAInsurance_Setup,MLP Insurance BOT Finished,Success
05/03/2021 10:19:36,Main,2_MLPInsurance_Setup Completed,Success
05/03/2021 10:19:36,Main,BOT Start Time: 05/03/2021 10:19:30,Success
05/03/2021 10:19:36,Main,BOT Start Time: 05/04/2021 07:19:30,Success
05/03/2021 10:19:50,3_GAInsurance_Processing,Module Started,Success
05/03/2021 10:19:55,3_GAInsurance_Processing,Api Call Status COde: 401,Success
05/03/2021 10:20:11,3_GAInsurance_Processing,Unable to cast object of type 'Newtonsoft.Json.Linq.JArray' to type 'Newtonsoft.Json.Linq.JObject'.,Success
05/03/2021 10:20:16,3_GAInsurance_Processing,Api Call Status COde to generate Access Token: 200,Success
05/03/2021 10:20:21,3_GAInsurance_Processing,Token Generarted,Success
05/03/2021 10:20:40,3_GAInsurance_Processing,Api Call Status COde: 400,Success
05/03/2021 10:28:40,Main,GA Insurance BOT Started,Success
05/03/2021 10:28:45,2_GAInsurance_Setup,Module Started,Success
05/03/2021 10:28:45,2_GAInsurance_Setup,MLP Insurance BOT Finished,Success
05/03/2021 10:28:45,Main,2_MLPInsurance_Setup Completed,Success
05/03/2021 10:28:45,Main,BOT Start Time: 05/03/2021 10:28:40,Success
05/03/2021 10:28:45,Main,BOT Start Time: 05/04/2021 07:28:40,Success
05/03/2021 10:28:50,3_GAInsurance_Processing,Module Started,Success
05/03/2021 10:28:56,3_GAInsurance_Processing,Api Call Status COde: 401,Success
05/03/2021 10:29:15,3_GAInsurance_Processing,Unable to cast object of type 'Newtonsoft.Json.Linq.JArray' to type 'Newtonsoft.Json.Linq.JObject'.,Success
05/03/2021 10:29:21,3_GAInsurance_Processing,Api Call Status COde to generate Access Token: 200,Success
05/03/2021 10:29:30,3_GAInsurance_Processing,Token Generarted,Success
05/03/2021 10:29:45,3_GAInsurance_Processing,Api Call Status COde: 200,Success
05/03/2021 10:30:23,3_GAInsurance_Processing,Leads Records Fetched through Rest APi,Success
05/03/2021 10:31:32,3_GAInsurance_Processing,Lead Fecthed : 18,Success
05/03/2021 10:57:41,Main,GA Insurance BOT Started,Success
05/03/2021 10:57:44,2_GAInsurance_Setup,Module Started,Success
05/03/2021 10:57:44,2_GAInsurance_Setup,MLP Insurance BOT Finished,Success
05/03/2021 10:57:44,Main,2_MLPInsurance_Setup Completed,Success
05/03/2021 10:57:44,Main,BOT Start Time: 05/03/2021 10:57:41,Success
05/03/2021 10:57:44,Main,BOT Start Time: 05/04/2021 07:57:41,Success
